Type,Date,Latitude,Longitude,Gender,Age range,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,datetime
Person and Vehicle search,2022-02-05T09:04:50+00:00,51.512856,-0.073254,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-05 09:04:50+00:00
Person and Vehicle search,2022-02-05T09:21:10+00:00,51.512147,-0.092077,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,2022-02-05 09:21:10+00:00
Person and Vehicle search,2022-02-05T09:43:19+00:00,51.512147,-0.092077,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-05 09:43:19+00:00
Person search,2022-02-05T09:46:45+00:00,51.512147,-0.092077,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-05 09:46:45+00:00
Person search,2022-02-07T01:01:57+00:00,,,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,True,False,2022-02-07 01:01:57+00:00
Person search,2022-02-07T02:29:13+00:00,51.516814,-0.08162,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-07 02:29:13+00:00
Person and Vehicle search,2022-02-07T03:55:44+00:00,51.512856,-0.073254,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-07 03:55:44+00:00
Person and Vehicle search,2022-02-07T05:45:27+00:00,51.512108,-0.097973,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 05:45:27+00:00
Person search,2022-02-07T06:20:10+00:00,51.517576,-0.079786,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 06:20:10+00:00
Person search,2022-02-07T06:31:35+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 06:31:35+00:00
Person search,2022-02-07T06:41:58+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 06:41:58+00:00
Person search,2022-02-07T07:41:58+00:00,51.517576,-0.079786,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 07:41:58+00:00
Person and Vehicle search,2022-02-07T10:36:49+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-07 10:36:49+00:00
Person search,2022-02-07T10:46:30+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-07 10:46:30+00:00
Person and Vehicle search,2022-02-07T11:03:52+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-07 11:03:52+00:00
Person search,2022-02-07T12:48:23+00:00,51.509547,-0.076031,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-07 12:48:23+00:00
Person search,2022-02-08T04:30:28+00:00,51.518226,-0.111497,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-08 04:30:28+00:00
Person and Vehicle search,2022-02-08T05:35:41+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-08 05:35:41+00:00
Person search,2022-02-08T09:30:55+00:00,51.512598,-0.084967,Male,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-08 09:30:55+00:00
Person and Vehicle search,2022-02-09T02:04:59+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-09 02:04:59+00:00
Person search,2022-02-09T04:32:45+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,2022-02-09 04:32:45+00:00
Person search,2022-02-09T06:38:22+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-09 06:38:22+00:00
Person search,2022-02-09T08:36:45+00:00,51.523901,-0.096011,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False,2022-02-09 08:36:45+00:00
Person search,2022-02-10T04:40:14+00:00,51.516191,-0.086416,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2022-02-10 04:40:14+00:00
Person and Vehicle search,2022-02-10T09:23:33+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-10 09:23:33+00:00
Person search,2022-02-10T10:27:59+00:00,51.516814,-0.08162,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-10 10:27:59+00:00
Person and Vehicle search,2022-02-11T01:51:00+00:00,51.516966,-0.1059,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-02-11 01:51:00+00:00
Person search,2022-02-11T02:36:25+00:00,51.513199,-0.087118,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-11 02:36:25+00:00
Person search,2022-02-11T03:47:08+00:00,51.511237,-0.090847,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-11 03:47:08+00:00
Person search,2022-02-11T07:26:18+00:00,51.513377,-0.096363,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-11 07:26:18+00:00
Person and Vehicle search,2022-02-11T08:18:08+00:00,51.51792,-0.092628,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-02-11 08:18:08+00:00
Person search,2022-02-11T08:47:38+00:00,51.514281,-0.077935,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-11 08:47:38+00:00
Person search,2022-02-11T09:53:29+00:00,51.50995,-0.078665,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-11 09:53:29+00:00
Person search,2022-02-11T09:57:26+00:00,51.50995,-0.078665,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-11 09:57:26+00:00
Person and Vehicle search,2022-02-11T12:36:58+00:00,51.512147,-0.092077,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-11 12:36:58+00:00
Person search,2022-02-12T03:54:35+00:00,,,Male,10-17,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-12 03:54:35+00:00
Person search,2022-02-12T04:09:43+00:00,51.517836,-0.110735,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-02-12 04:09:43+00:00
Person search,2022-02-12T05:55:09+00:00,51.515047,-0.10791,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-12 05:55:09+00:00
Person search,2022-02-12T08:32:57+00:00,51.517032,-0.089451,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-12 08:32:57+00:00
Person search,2022-02-13T01:49:56+00:00,51.516855,-0.080234,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,2022-02-13 01:49:56+00:00
Person search,2022-02-13T02:41:58+00:00,51.516814,-0.08162,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-13 02:41:58+00:00
Person search,2022-02-13T02:45:32+00:00,51.510795,-0.077578,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-13 02:45:32+00:00
Person search,2022-02-13T02:52:25+00:00,51.517032,-0.089451,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-13 02:52:25+00:00
Person search,2022-02-13T05:15:13+00:00,51.510795,-0.077578,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-13 05:15:13+00:00
Person search,2022-02-14T02:56:00+00:00,51.519812,-0.093933,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-02-14 02:56:00+00:00
Person search,2022-02-14T03:02:25+00:00,51.511223,-0.089435,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-02-14 03:02:25+00:00
Person search,2022-02-14T03:15:36+00:00,51.513114,-0.086272,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-14 03:15:36+00:00
Person search,2022-02-15T03:30:11+00:00,51.508963,-0.073894,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-15 03:30:11+00:00
Person search,2022-02-16T01:44:59+00:00,51.51905,-0.076437,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-16 01:44:59+00:00
Person search,2022-02-16T02:13:08+00:00,51.513885,-0.102741,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-16 02:13:08+00:00
Person search,2022-02-16T02:37:45+00:00,51.51442,-0.09472,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,True,False,2022-02-16 02:37:45+00:00
Person search,2022-02-16T02:44:37+00:00,51.520678,-0.080318,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-16 02:44:37+00:00
Person search,2022-02-16T03:13:35+00:00,,,Male,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-02-16 03:13:35+00:00
Person search,2022-02-16T05:01:31+00:00,51.513463,-0.082913,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-16 05:01:31+00:00
Person search,2022-02-16T05:02:21+00:00,51.509547,-0.076031,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-16 05:02:21+00:00
Person search,2022-02-16T08:00:47+00:00,51.517431,-0.082458,Female,18-24,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-02-16 08:00:47+00:00
Person search,2022-02-16T08:06:17+00:00,51.517431,-0.082458,Female,25-34,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,False,2022-02-16 08:06:17+00:00
Person search,2022-02-16T12:27:32+00:00,51.514203,-0.094628,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-16 12:27:32+00:00
Person and Vehicle search,2022-02-16T12:28:34+00:00,51.515866,-0.073675,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-16 12:28:34+00:00
Person search,2022-02-17T06:14:36+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-17 06:14:36+00:00
Person search,2022-02-17T08:56:18+00:00,51.518864,-0.097562,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-17 08:56:18+00:00
Person search,2022-02-17T09:02:02+00:00,51.518864,-0.097562,Female,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-17 09:02:02+00:00
Person search,2022-02-17T09:09:15+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-17 09:09:15+00:00
Person search,2022-02-17T10:15:22+00:00,,,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-17 10:15:22+00:00
Person search,2022-02-18T01:27:07+00:00,51.514627,-0.072156,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-02-18 01:27:07+00:00
Person search,2022-02-18T03:04:38+00:00,51.516966,-0.1059,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-18 03:04:38+00:00
Person search,2022-02-18T03:21:34+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 03:21:34+00:00
Person search,2022-02-18T04:41:21+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 04:41:21+00:00
Person search,2022-02-18T04:43:41+00:00,51.517208,-0.117002,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 04:43:41+00:00
Person search,2022-02-18T04:45:39+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 04:45:39+00:00
Person search,2022-02-18T04:54:05+00:00,,,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 04:54:05+00:00
Person search,2022-02-18T09:01:08+00:00,51.517196,-0.085149,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-18 09:01:08+00:00
Person and Vehicle search,2022-02-18T09:28:37+00:00,51.525268,-0.088804,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-02-18 09:28:37+00:00
Person search,2022-02-19T01:13:08+00:00,51.517196,-0.085149,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-19 01:13:08+00:00
Person search,2022-02-19T04:48:17+00:00,51.525555,-0.08216,Male,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-19 04:48:17+00:00
Person search,2022-02-19T05:06:12+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-19 05:06:12+00:00
Person search,2022-02-19T06:33:25+00:00,51.520085,-0.093057,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-19 06:33:25+00:00
Person and Vehicle search,2022-02-19T06:46:00+00:00,51.516351,-0.082965,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,2022-02-19 06:46:00+00:00
Person search,2022-02-19T07:27:06+00:00,,,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,2022-02-19 07:27:06+00:00
Person search,2022-02-20T01:08:47+00:00,51.520085,-0.093057,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-20 01:08:47+00:00
Person search,2022-02-20T03:06:41+00:00,,,Male,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-20 03:06:41+00:00
Person and Vehicle search,2022-02-20T03:11:35+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-20 03:11:35+00:00
Person search,2022-02-20T08:40:48+00:00,51.517244,-0.080376,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-20 08:40:48+00:00
Person search,2022-02-21T01:45:45+00:00,,,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-21 01:45:45+00:00
Person and Vehicle search,2022-02-21T02:36:16+00:00,51.512147,-0.092077,Female,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-21 02:36:16+00:00
Person search,2022-02-21T04:08:56+00:00,51.508066,-0.08778,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-21 04:08:56+00:00
Person search,2022-02-21T04:54:19+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-21 04:54:19+00:00
Person search,2022-02-21T04:57:04+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-21 04:57:04+00:00
Person and Vehicle search,2022-02-21T05:00:27+00:00,51.512147,-0.092077,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-21 05:00:27+00:00
Person search,2022-02-21T05:04:41+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-21 05:04:41+00:00
Person search,2022-02-21T05:04:57+00:00,,,Male,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-21 05:04:57+00:00
Person search,2022-02-21T05:05:49+00:00,,,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,False,2022-02-21 05:05:49+00:00
Person search,2022-02-21T05:40:08+00:00,51.517576,-0.079786,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-21 05:40:08+00:00
Person search,2022-02-21T09:52:26+00:00,,,Female,18-24,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-21 09:52:26+00:00
Person search,2022-02-22T02:30:36+00:00,51.517032,-0.089451,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-22 02:30:36+00:00
Person search,2022-02-22T03:18:43+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False,2022-02-22 03:18:43+00:00
Person search,2022-02-22T04:00:23+00:00,51.508066,-0.08778,Male,10-17,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-22 04:00:23+00:00
Person and Vehicle search,2022-02-22T09:58:42+00:00,51.51935,-0.099848,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-22 09:58:42+00:00
Person and Vehicle search,2022-02-22T12:32:30+00:00,51.512147,-0.092077,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,2022-02-22 12:32:30+00:00
Person search,2022-02-23T02:33:19+00:00,51.512147,-0.092077,Male,over 34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-23 02:33:19+00:00
Person search,2022-02-23T03:13:31+00:00,51.512598,-0.084967,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,2022-02-23 03:13:31+00:00
Person search,2022-02-23T04:09:24+00:00,51.517431,-0.082458,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-23 04:09:24+00:00
Person search,2022-02-23T04:17:56+00:00,51.517431,-0.082458,Male,over 34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Khat or Cannabis warning,True,False,2022-02-23 04:17:56+00:00
Person search,2022-02-23T04:51:05+00:00,51.513869,-0.105134,Male,18-24,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,False,2022-02-23 04:51:05+00:00
Person search,2022-02-23T07:23:44+00:00,,,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-23 07:23:44+00:00
Person search,2022-02-23T09:12:28+00:00,51.517244,-0.080376,Male,25-34,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,2022-02-23 09:12:28+00:00
Person search,2022-02-23T09:25:37+00:00,51.518864,-0.097562,Male,25-34,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,2022-02-23 09:25:37+00:00
